trade_id,timestamp,trade_date,strategy,ticker,side,quantity,price
342,2025-12-31 11:10:00,2025-12-31,HEALTH,VAU,BUY,183,179.3
343,2025-12-23 10:41:00,2025-12-23,CORE,NCB,SELL,658,148.16
344,2025-12-15 11:24:00,2025-12-15,HEALTH,FTR,SELL,669,226.61
345,2026-02-03 13:51:00,2026-02-03,HEALTH,GCH,SELL,584,241.92
346,2025-10-15 13:36:00,2025-10-15,CORE,CWP,BUY,27,31.05
347,2025-12-11 12:42:00,2025-12-11,HEALTH,GPX,SELL,304,32.22
348,2025-11-07 10:49:00,2025-11-07,HEALTH,WIR,BUY,212,66.59
349,2026-02-03 15:08:00,2026-02-03,TMT,XWH,SELL,276,138.11
350,2025-10-22 15:52:00,2025-10-22,HEALTH,WIR,SELL,383,67.23
351,2025-11-14 14:55:00,2025-11-14,CORE,ZJO,BUY,613,128.63
352,2025-11-06 13:44:00,2025-11-06,TMT,GNE,BUY,415,91.27
353,2025-12-16 13:24:00,2025-12-16,CORE,NCB,SELL,125,141.76
354,2025-10-22 14:53:00,2025-10-22,TMT,QCL,BUY,146,58.5
355,2025-10-28 12:16:00,2025-10-28,HEALTH,QPE,BUY,415,233.04
356,2025-11-13 12:43:00,2025-11-13,CORE,VQW,SELL,413,53.29
357,2025-11-11 13:06:00,2025-11-11,TMT,WIR,BUY,388,66.04
358,2025-12-10 14:13:00,2025-12-10,TMT,GGO,SELL,423,79.6
359,2025-10-21 09:44:00,2025-10-21,TMT,CQU,BUY,11,42.02
360,2025-12-16 10:57:00,2025-12-16,HEALTH,WAS,SELL,541,224.78
361,2025-12-03 13:59:00,2025-12-03,CORE,CWP,SELL,517,33.32
362,2025-11-21 14:04:00,2025-11-21,TMT,SEJ,BUY,593,253.26
363,2025-10-28 15:35:00,2025-10-28,HEALTH,OFP,BUY,799,140.69
364,2025-12-04 11:36:00,2025-12-04,TMT,GNE,SELL,698,92.69
365,2026-01-09 09:57:00,2026-01-09,HEALTH,QPE,BUY,573,182.62
366,2025-10-07 13:40:00,2025-10-07,HEALTH,CWP,SELL,639,31.79
367,2025-11-24 11:29:00,2025-11-24,HEALTH,XCK,SELL,559,239.62
368,2025-12-01 10:11:00,2025-12-01,TMT,ZNZ,SELL,391,221.44
369,2025-12-09 11:23:00,2025-12-09,CORE,ZJO,SELL,750,148.56
370,2025-11-05 15:23:00,2025-11-05,HEALTH,AFN,SELL,38,201.08
371,2026-01-27 12:41:00,2026-01-27,TMT,FGY,SELL,117,142.92
372,2025-11-26 11:53:00,2025-11-26,TMT,WAS,BUY,271,199.27
373,2025-11-27 14:52:00,2025-11-27,TMT,FTR,SELL,43,240.84
374,2025-12-17 13:16:00,2025-12-17,TMT,RNG,SELL,82,43.59
375,2025-11-14 14:44:00,2025-11-14,CORE,KBJ,BUY,485,57.74
376,2025-12-23 10:17:00,2025-12-23,HEALTH,RNG,SELL,262,44.61
377,2025-10-14 15:07:00,2025-10-14,HEALTH,ZJO,BUY,251,110.44
378,2026-01-16 15:33:00,2026-01-16,TMT,YIC,SELL,635,185.3
379,2025-11-05 13:56:00,2025-11-05,CORE,CQU,BUY,524,38.57
380,2025-12-23 12:43:00,2025-12-23,TMT,FGY,SELL,110,154.81
381,2026-01-15 13:03:00,2026-01-15,CORE,VAU,SELL,409,189.88
382,2025-11-03 11:24:00,2025-11-03,CORE,ZQO,BUY,412,179.99
383,2025-11-19 12:13:00,2025-11-19,HEALTH,WAS,BUY,122,196.85
384,2025-11-19 09:48:00,2025-11-19,TMT,NCB,SELL,249,128.3
385,2025-12-11 12:51:00,2025-12-11,CORE,KXL,SELL,119,279.15
386,2026-01-01 14:53:00,2026-01-01,HEALTH,KFZ,BUY,643,88.1
387,2025-10-15 15:29:00,2025-10-15,HEALTH,XCK,SELL,79,197.05
388,2025-12-19 13:39:00,2025-12-19,HEALTH,CWP,SELL,229,34.19
389,2025-11-06 13:22:00,2025-11-06,CORE,KBJ,SELL,317,56.35
390,2026-01-19 10:59:00,2026-01-19,HEALTH,LYW,BUY,484,44.36
391,2026-01-15 13:16:00,2026-01-15,HEALTH,AFQ,BUY,555,71.81
392,2025-12-16 15:00:00,2025-12-16,HEALTH,KFZ,BUY,608,82.37
393,2025-10-28 13:17:00,2025-10-28,TMT,KXL,SELL,556,203.24
394,2026-01-28 14:07:00,2026-01-28,HEALTH,QCL,SELL,385,59.03
395,2025-11-12 10:40:00,2025-11-12,TMT,RVU,BUY,659,216.53
396,2025-10-23 14:26:00,2025-10-23,HEALTH,AFQ,BUY,371,75.94
397,2026-01-13 12:49:00,2026-01-13,CORE,KXL,BUY,790,265.1
398,2025-10-10 09:38:00,2025-10-10,HEALTH,ZJO,BUY,704,110.28
399,2026-01-20 13:54:00,2026-01-20,TMT,USN,BUY,252,106.57
400,2025-11-18 13:53:00,2025-11-18,CORE,GCH,SELL,636,246.44
401,2026-01-12 11:08:00,2026-01-12,TMT,ZNZ,SELL,404,232.65
402,2025-10-14 13:27:00,2025-10-14,HEALTH,PSB,BUY,647,41.5
403,2025-10-27 11:41:00,2025-10-27,HEALTH,QAH,SELL,789,181.14
404,2025-10-06 09:37:00,2025-10-06,CORE,GCH,BUY,279,228.36
405,2025-10-16 11:51:00,2025-10-16,TMT,VAU,BUY,391,176.23
406,2025-10-06 13:31:00,2025-10-06,TMT,ZQO,SELL,67,160.67
407,2026-01-29 15:21:00,2026-01-29,HEALTH,XWH,BUY,394,139.81
408,2025-10-21 10:10:00,2025-10-21,TMT,WAS,BUY,27,188.71
409,2025-12-24 13:46:00,2025-12-24,CORE,XCK,BUY,191,211.76
410,2025-12-22 15:13:00,2025-12-22,CORE,LYW,BUY,722,44.36
411,2025-10-14 10:14:00,2025-10-14,HEALTH,USN,BUY,276,122.58
412,2025-10-02 10:23:00,2025-10-02,TMT,ZQO,SELL,551,157.49
413,2025-12-30 13:48:00,2025-12-30,CORE,GGO,BUY,496,78.35
414,2026-01-26 10:20:00,2026-01-26,HEALTH,AFQ,SELL,145,70.91
415,2025-12-10 09:53:00,2025-12-10,HEALTH,GGO,BUY,567,79.54
416,2025-11-28 10:41:00,2025-11-28,HEALTH,PSB,BUY,358,36.92
417,2026-01-06 14:48:00,2026-01-06,TMT,FAI,BUY,242,121.4
418,2025-11-10 09:41:00,2025-11-10,HEALTH,SIE,SELL,796,193.19
419,2025-11-04 10:33:00,2025-11-04,TMT,QAH,SELL,570,183.87
420,2025-11-28 11:34:00,2025-11-28,HEALTH,YIC,BUY,587,237.37
421,2025-10-02 12:41:00,2025-10-02,HEALTH,QPD,BUY,633,110.05
422,2025-10-29 11:46:00,2025-10-29,TMT,QCL,SELL,356,58.17
423,2026-01-19 14:05:00,2026-01-19,CORE,AFQ,SELL,101,71.6
424,2026-01-22 11:13:00,2026-01-22,TMT,USN,SELL,659,108.74
425,2025-12-25 09:53:00,2025-12-25,CORE,FHC,BUY,214,183.75
426,2025-10-07 10:54:00,2025-10-07,TMT,FHC,SELL,205,220.37
427,2025-11-10 10:24:00,2025-11-10,HEALTH,AFN,BUY,459,211.62
428,2025-11-17 11:57:00,2025-11-17,HEALTH,RVU,SELL,471,217.92
429,2026-02-03 11:15:00,2026-02-03,HEALTH,OFP,BUY,265,119.74
430,2025-11-04 10:10:00,2025-11-04,TMT,GCH,SELL,406,242.55
431,2025-10-24 14:36:00,2025-10-24,CORE,LYW,SELL,514,50.86
432,2025-10-06 15:33:00,2025-10-06,CORE,FHC,BUY,519,221.78
433,2025-10-27 13:16:00,2025-10-27,TMT,GFY,SELL,416,124.02
434,2025-11-12 15:47:00,2025-11-12,HEALTH,QJJ,SELL,37,81.61
435,2025-12-23 10:41:00,2025-12-23,CORE,GCH,SELL,62,248.96
436,2025-12-02 10:05:00,2025-12-02,HEALTH,WIR,BUY,88,66.4
437,2025-11-10 13:12:00,2025-11-10,TMT,ZQO,BUY,333,177.98
438,2025-11-06 14:07:00,2025-11-06,TMT,FHC,BUY,715,207.03
439,2026-01-02 10:50:00,2026-01-02,TMT,KFZ,SELL,115,89.42
440,2026-01-19 12:28:00,2026-01-19,CORE,XWH,BUY,62,118.11
441,2025-12-08 11:05:00,2025-12-08,HEALTH,PSB,BUY,147,34.51
442,2026-01-14 13:38:00,2026-01-14,CORE,AFN,SELL,635,211.16
443,2025-11-20 13:47:00,2025-11-20,TMT,RNG,BUY,66,42.83
444,2025-10-09 13:07:00,2025-10-09,CORE,AFN,BUY,240,192.46
445,2025-10-03 13:05:00,2025-10-03,TMT,GFY,SELL,643,105.32
446,2025-11-20 14:28:00,2025-11-20,CORE,ZNZ,SELL,263,220.29
447,2025-10-09 12:16:00,2025-10-09,TMT,KFZ,SELL,765,97.05
448,2026-02-02 13:50:00,2026-02-02,CORE,PSB,BUY,443,33.74
449,2025-11-07 09:55:00,2025-11-07,TMT,SEJ,BUY,551,243.97
450,2025-10-22 11:31:00,2025-10-22,CORE,QPD,SELL,227,124.63
451,2026-01-01 12:30:00,2026-01-01,CORE,SIE,SELL,248,184.82
452,2025-10-24 14:34:00,2025-10-24,CORE,GPX,BUY,467,32.05
453,2026-01-07 15:44:00,2026-01-07,HEALTH,FAI,SELL,110,119.74
454,2025-12-12 15:29:00,2025-12-12,HEALTH,OFP,SELL,511,130.59
455,2025-12-22 12:00:00,2025-12-22,TMT,CWP,SELL,375,34.38
456,2025-10-01 13:28:00,2025-10-01,TMT,AFN,SELL,293,200.61
457,2026-01-05 11:23:00,2026-01-05,CORE,AFQ,SELL,127,72.23
458,2025-12-03 14:37:00,2025-12-03,TMT,QPD,SELL,571,125.22
459,2025-10-23 10:03:00,2025-10-23,HEALTH,FTR,BUY,378,249.34
460,2025-10-31 10:46:00,2025-10-31,CORE,QCL,SELL,407,57.83
461,2026-01-21 14:36:00,2026-01-21,TMT,GNE,BUY,633,94.97
462,2025-12-29 12:30:00,2025-12-29,TMT,SIE,SELL,429,184.84
463,2025-11-20 11:11:00,2025-11-20,CORE,FHC,SELL,684,194.0
464,2025-11-12 14:19:00,2025-11-12,HEALTH,KFZ,SELL,528,74.96
465,2025-12-25 14:43:00,2025-12-25,CORE,XCK,SELL,339,204.34
466,2026-01-02 15:46:00,2026-01-02,CORE,KFZ,BUY,119,89.04
467,2025-12-18 11:26:00,2025-12-18,HEALTH,CWP,BUY,539,34.91
468,2025-10-30 11:53:00,2025-10-30,CORE,CWP,BUY,601,30.47
469,2026-01-14 11:50:00,2026-01-14,CORE,RVU,BUY,443,210.13
470,2025-12-26 12:22:00,2025-12-26,HEALTH,VAU,BUY,42,180.85
471,2025-11-03 12:57:00,2025-11-03,TMT,FAI,SELL,643,146.03
472,2025-10-09 11:30:00,2025-10-09,CORE,XCK,SELL,517,187.15
473,2026-01-26 15:32:00,2026-01-26,TMT,KBJ,SELL,768,67.48
474,2025-12-05 11:47:00,2025-12-05,HEALTH,SIE,SELL,590,176.77
475,2025-10-02 12:55:00,2025-10-02,HEALTH,GNE,SELL,321,92.78
476,2025-10-20 11:49:00,2025-10-20,HEALTH,PSB,SELL,575,38.55
477,2025-11-11 14:24:00,2025-11-11,CORE,AFN,SELL,561,210.25
478,2025-10-29 13:12:00,2025-10-29,CORE,QAH,SELL,799,178.88
479,2026-01-26 10:58:00,2026-01-26,CORE,NCB,SELL,715,138.64
480,2025-12-12 09:37:00,2025-12-12,CORE,GCH,BUY,577,253.14
481,2026-02-02 14:09:00,2026-02-02,CORE,FHC,SELL,696,171.16
482,2026-01-05 12:43:00,2026-01-05,HEALTH,QAH,SELL,117,158.46
483,2025-12-30 10:44:00,2025-12-30,HEALTH,KBJ,BUY,664,60.95
484,2025-10-15 10:12:00,2025-10-15,CORE,AFN,BUY,752,194.37
485,2025-11-13 12:04:00,2025-11-13,TMT,FTR,BUY,535,226.55
486,2025-12-02 13:11:00,2025-12-02,TMT,KBJ,SELL,388,59.61
487,2025-11-19 15:27:00,2025-11-19,HEALTH,AFQ,SELL,726,76.36
488,2026-01-27 11:31:00,2026-01-27,TMT,OFP,SELL,418,118.93
489,2025-10-31 09:41:00,2025-10-31,HEALTH,AFN,BUY,327,198.45
490,2025-12-09 12:03:00,2025-12-09,HEALTH,AFN,BUY,401,223.32
491,2025-10-13 14:37:00,2025-10-13,TMT,XWH,BUY,611,126.36
492,2025-12-26 14:22:00,2025-12-26,TMT,YIC,BUY,120,191.22
493,2026-01-16 12:40:00,2026-01-16,CORE,WIR,BUY,225,78.24
494,2026-02-03 13:30:00,2026-02-03,HEALTH,GGO,BUY,179,86.99
495,2026-01-09 13:57:00,2026-01-09,TMT,ZJO,BUY,282,141.41
496,2025-10-24 10:36:00,2025-10-24,HEALTH,LYW,BUY,415,50.81
497,2025-12-29 14:44:00,2025-12-29,HEALTH,FGY,SELL,219,153.25
498,2025-10-30 11:42:00,2025-10-30,HEALTH,QPE,BUY,452,247.64
499,2025-11-13 13:48:00,2025-11-13,TMT,QPD,BUY,278,130.77
500,2025-11-11 12:39:00,2025-11-11,HEALTH,RVU,BUY,651,212.13
501,2025-11-17 14:52:00,2025-11-17,CORE,NCB,SELL,664,126.21
502,2026-01-27 15:28:00,2026-01-27,HEALTH,GNE,SELL,283,98.15
503,2026-02-02 09:40:00,2026-02-02,TMT,QAH,BUY,544,140.78
504,2025-11-13 09:42:00,2025-11-13,TMT,FTR,SELL,259,226.04
505,2025-11-17 14:52:00,2025-11-17,CORE,RVU,BUY,799,217.39
506,2025-11-05 10:59:00,2025-11-05,CORE,FTR,SELL,696,226.25
507,2025-12-30 13:36:00,2025-12-30,TMT,AFQ,SELL,783,73.48
508,2026-01-09 14:35:00,2026-01-09,TMT,GGO,BUY,32,81.55
509,2025-10-02 15:25:00,2025-10-02,HEALTH,QCL,SELL,758,70.87
510,2025-11-13 10:20:00,2025-11-13,TMT,SIE,SELL,755,185.19
511,2025-12-24 10:49:00,2025-12-24,HEALTH,AFN,SELL,646,210.97
512,2025-11-12 09:44:00,2025-11-12,HEALTH,VQW,SELL,400,52.48
513,2026-01-06 10:25:00,2026-01-06,CORE,GFY,BUY,372,92.12
514,2026-01-05 09:38:00,2026-01-05,CORE,SIE,BUY,115,185.52
515,2025-12-16 12:15:00,2025-12-16,CORE,LYW,BUY,589,44.75
516,2026-01-22 15:28:00,2026-01-22,CORE,QCL,BUY,345,57.66
517,2026-01-16 13:34:00,2026-01-16,HEALTH,KXL,SELL,70,283.04
518,2025-11-17 10:46:00,2025-11-17,TMT,SEJ,BUY,759,252.5
519,2025-12-09 10:33:00,2025-12-09,CORE,KXL,BUY,90,288.56
520,2025-12-03 11:01:00,2025-12-03,CORE,FAI,BUY,22,131.29
521,2026-01-15 10:14:00,2026-01-15,HEALTH,GPX,BUY,29,25.18
522,2025-12-01 13:11:00,2025-12-01,TMT,RVU,BUY,233,219.84
523,2025-11-06 12:15:00,2025-11-06,TMT,GFY,BUY,703,127.57
524,2025-11-19 14:57:00,2025-11-19,TMT,KBJ,SELL,711,56.5
525,2025-12-16 09:50:00,2025-12-16,HEALTH,FGY,BUY,786,146.37
526,2025-11-04 14:34:00,2025-11-04,CORE,USN,SELL,621,103.26
527,2026-01-28 11:12:00,2026-01-28,HEALTH,QAH,BUY,54,142.62
528,2025-10-17 12:13:00,2025-10-17,TMT,SEJ,BUY,448,218.52
529,2025-12-18 11:02:00,2025-12-18,TMT,AFN,SELL,621,213.64
530,2025-12-16 13:44:00,2025-12-16,HEALTH,QPE,SELL,743,199.69
531,2026-01-14 15:18:00,2026-01-14,HEALTH,QCL,BUY,560,54.61
532,2025-10-16 10:41:00,2025-10-16,HEALTH,XWH,BUY,30,126.37
533,2025-12-09 15:40:00,2025-12-09,HEALTH,SIE,SELL,711,174.18
534,2026-01-14 15:24:00,2026-01-14,CORE,VQW,BUY,555,54.09
535,2025-12-10 10:02:00,2025-12-10,TMT,CWP,SELL,598,34.87
536,2025-12-25 10:51:00,2025-12-25,TMT,AFQ,SELL,43,72.6
537,2026-01-26 10:52:00,2026-01-26,HEALTH,USN,SELL,445,108.29
538,2025-11-18 11:59:00,2025-11-18,TMT,WAS,SELL,417,191.03
539,2025-12-11 09:57:00,2025-12-11,HEALTH,ZNZ,BUY,680,229.21
540,2025-12-26 14:39:00,2025-12-26,TMT,GPX,SELL,437,28.86
541,2025-11-14 13:25:00,2025-11-14,TMT,WAS,SELL,285,192.96
542,2026-01-15 11:49:00,2026-01-15,TMT,CWP,BUY,762,33.99
543,2025-10-17 09:51:00,2025-10-17,CORE,ZJO,SELL,736,107.92
544,2025-10-30 11:09:00,2025-10-30,CORE,VAU,SELL,380,180.54
545,2026-02-02 15:06:00,2026-02-02,TMT,QPE,SELL,247,245.39
546,2026-01-13 10:43:00,2026-01-13,HEALTH,XCK,SELL,239,188.36
547,2025-12-25 12:30:00,2025-12-25,TMT,SIE,SELL,79,185.1
548,2025-12-11 15:51:00,2025-12-11,HEALTH,YIC,BUY,223,206.47
549,2025-12-25 10:25:00,2025-12-25,TMT,KXL,SELL,225,232.39
550,2025-11-07 11:28:00,2025-11-07,CORE,ZQO,SELL,617,175.55
551,2026-01-14 09:56:00,2026-01-14,HEALTH,GCH,BUY,545,252.44
552,2025-11-03 15:42:00,2025-11-03,TMT,AFQ,BUY,128,72.95
553,2025-11-20 11:30:00,2025-11-20,CORE,VAU,SELL,713,186.98
554,2026-01-21 13:47:00,2026-01-21,HEALTH,KFZ,BUY,101,88.52
555,2025-11-28 12:16:00,2025-11-28,TMT,XCK,SELL,62,228.6
556,2025-11-20 10:58:00,2025-11-20,CORE,CWP,BUY,777,32.96
557,2025-12-17 11:53:00,2025-12-17,TMT,WIR,BUY,779,63.8
558,2026-01-21 11:03:00,2026-01-21,TMT,QPE,SELL,713,214.68
559,2025-11-19 15:30:00,2025-11-19,HEALTH,XCK,BUY,16,246.43
560,2025-10-22 09:52:00,2025-10-22,HEALTH,QCL,BUY,264,58.52
561,2025-10-24 10:49:00,2025-10-24,HEALTH,FGY,BUY,667,148.32
562,2025-12-30 10:49:00,2025-12-30,CORE,XWH,BUY,84,119.45
563,2026-01-07 13:18:00,2026-01-07,HEALTH,WAS,BUY,794,238.45
564,2026-01-08 10:43:00,2026-01-08,CORE,USN,SELL,61,106.15
565,2026-01-30 12:48:00,2026-01-30,CORE,CWP,BUY,246,34.83
566,2025-10-10 13:58:00,2025-10-10,TMT,VQW,BUY,204,56.76
567,2026-01-27 15:12:00,2026-01-27,HEALTH,QAH,BUY,502,145.27
568,2025-11-24 15:34:00,2025-11-24,TMT,VAU,SELL,531,187.47
569,2026-01-20 14:53:00,2026-01-20,HEALTH,FGY,BUY,606,151.83
570,2025-10-07 14:04:00,2025-10-07,HEALTH,NCB,BUY,550,167.52
571,2025-11-10 12:26:00,2025-11-10,CORE,QJJ,SELL,71,76.9
572,2025-10-27 11:38:00,2025-10-27,TMT,QJJ,SELL,51,79.92
573,2025-11-19 14:08:00,2025-11-19,CORE,AFQ,BUY,637,76.33
574,2025-11-07 14:36:00,2025-11-07,CORE,ZJO,SELL,194,133.2
575,2025-11-05 12:05:00,2025-11-05,CORE,PSB,BUY,340,37.3
576,2025-12-05 15:54:00,2025-12-05,TMT,FGY,SELL,773,149.76
577,2026-01-27 12:14:00,2026-01-27,HEALTH,GCH,SELL,237,248.39
578,2025-11-06 14:45:00,2025-11-06,TMT,NCB,SELL,370,129.48
579,2025-10-16 13:22:00,2025-10-16,TMT,RNG,BUY,238,40.46
580,2025-11-03 09:42:00,2025-11-03,HEALTH,LYW,SELL,693,48.63
581,2025-10-27 12:51:00,2025-10-27,HEALTH,SIE,BUY,211,185.18
582,2025-12-11 14:16:00,2025-12-11,TMT,SIE,SELL,566,184.25
583,2025-10-14 14:17:00,2025-10-14,TMT,OFP,BUY,485,145.88
584,2025-12-19 12:47:00,2025-12-19,CORE,VQW,BUY,80,51.35
585,2025-11-04 10:25:00,2025-11-04,CORE,OFP,SELL,158,138.32
586,2025-12-19 15:40:00,2025-12-19,HEALTH,XCK,BUY,615,225.57
587,2025-10-28 11:27:00,2025-10-28,HEALTH,QJJ,SELL,780,78.99
588,2026-01-22 15:03:00,2026-01-22,CORE,YIC,BUY,330,170.92
589,2025-12-22 11:50:00,2025-12-22,CORE,QAH,SELL,95,160.6
590,2025-12-05 13:18:00,2025-12-05,CORE,GGO,BUY,778,78.68
591,2026-01-28 10:12:00,2026-01-28,TMT,SEJ,SELL,388,273.64
592,2025-11-10 11:05:00,2025-11-10,HEALTH,QPD,BUY,623,132.92
593,2025-12-03 09:38:00,2025-12-03,CORE,VQW,SELL,381,52.02
594,2025-11-19 15:18:00,2025-11-19,CORE,GNE,SELL,783,91.62
595,2025-10-13 13:34:00,2025-10-13,HEALTH,SEJ,SELL,595,210.24
596,2025-11-05 11:20:00,2025-11-05,CORE,FGY,BUY,495,164.21
597,2025-11-24 11:10:00,2025-11-24,CORE,KXL,BUY,38,257.99
598,2025-10-23 12:11:00,2025-10-23,CORE,QAH,BUY,301,175.58
599,2025-11-17 13:36:00,2025-11-17,HEALTH,XWH,BUY,40,132.32
600,2025-12-22 13:31:00,2025-12-22,HEALTH,SEJ,BUY,304,268.05
601,2026-01-12 15:01:00,2026-01-12,TMT,AFQ,SELL,134,73.29
602,2025-11-17 10:18:00,2025-11-17,TMT,WIR,BUY,553,69.58
603,2026-02-02 09:48:00,2026-02-02,CORE,XWH,BUY,774,138.45
604,2026-01-19 10:14:00,2026-01-19,HEALTH,GCH,SELL,144,250.27
605,2026-01-26 15:54:00,2026-01-26,HEALTH,ZNZ,BUY,143,229.9
606,2026-01-27 11:09:00,2026-01-27,CORE,FHC,SELL,557,176.2
607,2025-12-18 14:42:00,2025-12-18,CORE,SIE,BUY,62,178.54
608,2025-11-27 15:13:00,2025-11-27,TMT,CWP,SELL,149,33.17
609,2025-12-03 10:26:00,2025-12-03,CORE,WAS,SELL,141,208.65
610,2025-12-01 15:49:00,2025-12-01,HEALTH,ZJO,BUY,748,144.04
611,2026-02-02 11:33:00,2026-02-02,TMT,PSB,SELL,1410,33.76
612,2025-10-15 10:34:00,2025-10-15,TMT,ZQO,SELL,590,164.64
613,2025-12-04 11:58:00,2025-12-04,HEALTH,XWH,SELL,446,127.78
614,2026-01-01 12:03:00,2026-01-01,HEALTH,XWH,BUY,291,118.56
615,2025-12-29 14:40:00,2025-12-29,TMT,RNG,SELL,151,44.78
616,2026-01-19 11:54:00,2026-01-19,CORE,KXL,SELL,278,299.72
617,2025-11-17 14:47:00,2025-11-17,TMT,XWH,BUY,543,133.48
618,2025-11-12 11:04:00,2025-11-12,HEALTH,ZJO,BUY,653,128.37
619,2025-12-25 12:40:00,2025-12-25,TMT,AFQ,BUY,622,72.59
620,2025-10-20 15:41:00,2025-10-20,CORE,ZQO,BUY,283,176.85
621,2025-10-17 10:53:00,2025-10-17,TMT,AFN,SELL,76,200.72
622,2025-10-15 11:13:00,2025-10-15,CORE,GFY,SELL,171,108.27
623,2025-12-25 15:50:00,2025-12-25,CORE,AFN,SELL,311,212.09
624,2025-10-27 15:53:00,2025-10-27,CORE,QAH,BUY,215,180.97
625,2025-10-30 13:11:00,2025-10-30,CORE,OFP,SELL,323,143.47
626,2025-11-19 15:40:00,2025-11-19,CORE,VAU,SELL,174,184.89
627,2025-10-02 13:40:00,2025-10-02,CORE,FTR,BUY,159,248.18
628,2025-12-26 14:18:00,2025-12-26,TMT,CQU,SELL,464,37.33
629,2026-01-14 15:17:00,2026-01-14,TMT,ZQO,BUY,128,199.53
630,2025-12-18 10:56:00,2025-12-18,CORE,QCL,BUY,79,52.89
631,2025-11-14 12:11:00,2025-11-14,CORE,OFP,BUY,19,138.12
632,2025-10-24 15:40:00,2025-10-24,TMT,QAH,BUY,277,180.13
633,2025-12-02 10:59:00,2025-12-02,HEALTH,ZJO,SELL,511,141.68
634,2025-11-03 15:47:00,2025-11-03,CORE,VQW,BUY,223,52.32
635,2025-12-16 12:00:00,2025-12-16,CORE,QPE,SELL,627,199.37
636,2026-02-02 15:09:00,2026-02-02,HEALTH,USN,BUY,13,105.65
637,2025-10-20 11:49:00,2025-10-20,TMT,ZNZ,SELL,298,222.32
638,2025-12-30 13:44:00,2025-12-30,HEALTH,ZQO,BUY,282,191.39
639,2026-01-06 13:09:00,2026-01-06,CORE,NCB,BUY,266,147.93
640,2026-01-05 10:48:00,2026-01-05,HEALTH,GNE,SELL,242,97.44
641,2025-12-10 14:18:00,2025-12-10,HEALTH,QCL,BUY,657,55.85
642,2025-12-24 10:12:00,2025-12-24,TMT,ZQO,BUY,157,184.53
643,2026-01-20 10:33:00,2026-01-20,HEALTH,AFN,BUY,560,211.77
644,2025-10-15 13:38:00,2025-10-15,HEALTH,QPD,SELL,626,117.23
645,2026-01-02 14:21:00,2026-01-02,HEALTH,XWH,SELL,244,121.39
646,2025-12-08 09:37:00,2025-12-08,CORE,VQW,SELL,620,51.79
647,2025-11-05 12:23:00,2025-11-05,HEALTH,ZNZ,BUY,220,222.79
648,2026-01-05 12:17:00,2026-01-05,HEALTH,GFY,BUY,738,93.5
649,2025-11-11 12:15:00,2025-11-11,TMT,OFP,BUY,223,138.01
650,2025-10-27 13:56:00,2025-10-27,TMT,ZNZ,SELL,303,222.23
651,2026-01-20 11:30:00,2026-01-20,TMT,AFQ,SELL,308,70.03
652,2026-01-19 10:21:00,2026-01-19,CORE,FTR,BUY,93,206.99
653,2026-01-09 09:42:00,2026-01-09,CORE,FTR,SELL,100,212.16
654,2025-10-01 13:56:00,2025-10-01,TMT,WIR,SELL,568,63.41
655,2026-01-20 15:09:00,2026-01-20,CORE,YIC,SELL,65,176.64
656,2026-01-13 13:13:00,2026-01-13,CORE,QJJ,SELL,32,70.66
657,2025-10-14 14:38:00,2025-10-14,TMT,CQU,SELL,496,41.69
658,2026-01-22 14:52:00,2026-01-22,TMT,QAH,SELL,173,147.19
659,2026-01-21 10:23:00,2026-01-21,TMT,SEJ,SELL,96,280.8
660,2025-11-10 10:22:00,2025-11-10,TMT,QPE,BUY,254,233.76
661,2025-10-06 14:40:00,2025-10-06,HEALTH,AFQ,BUY,403,79.09
662,2026-01-27 14:24:00,2026-01-27,CORE,KBJ,SELL,643,69.85
663,2025-12-04 15:53:00,2025-12-04,TMT,SIE,BUY,402,176.58
664,2026-02-03 14:30:00,2026-02-03,TMT,WIR,SELL,211,80.02
665,2025-12-08 15:02:00,2025-12-08,CORE,QAH,BUY,486,173.21
666,2025-10-14 11:52:00,2025-10-14,HEALTH,GFY,BUY,342,104.32
667,2025-12-18 11:11:00,2025-12-18,TMT,QPE,BUY,33,201.64
668,2025-11-25 09:47:00,2025-11-25,HEALTH,GPX,SELL,197,29.07
669,2025-11-24 13:04:00,2025-11-24,TMT,ZJO,BUY,690,140.47
670,2025-12-04 09:59:00,2025-12-04,HEALTH,PSB,BUY,77,35.11
671,2025-11-20 10:52:00,2025-11-20,HEALTH,KBJ,BUY,683,55.23
672,2026-01-21 12:17:00,2026-01-21,CORE,FGY,SELL,483,146.26
673,2026-01-13 15:18:00,2026-01-13,HEALTH,AFN,SELL,536,209.23
674,2025-10-03 13:55:00,2025-10-03,TMT,XWH,BUY,648,132.65
675,2025-10-03 13:30:00,2025-10-03,HEALTH,KXL,BUY,557,214.0
676,2025-11-24 14:38:00,2025-11-24,TMT,AFQ,SELL,407,74.39
677,2026-01-08 14:33:00,2026-01-08,TMT,ZJO,SELL,159,148.53
678,2025-11-20 15:29:00,2025-11-20,HEALTH,XWH,SELL,484,131.09
679,2026-01-23 13:13:00,2026-01-23,HEALTH,SIE,SELL,248,185.65
680,2026-02-02 11:17:00,2026-02-02,HEALTH,AFQ,SELL,224,73.08
681,2025-10-09 15:09:00,2025-10-09,HEALTH,OFP,SELL,228,141.89
682,2025-10-17 15:42:00,2025-10-17,HEALTH,FGY,SELL,633,145.84
